phage_id	phage_def	host	flag	phage_organism	phage_kingdom	phage_phylum	phage_class	phage_order	phage_family	phage_genus	phage_species	host_kingdom	host_phylum	host_class	host_order	host_family	host_genus	host_species
JN006063	Mycobacterium phage Serendipity	Mycobacterium smegmatis	validate1	Mycobacterium phage Serendipity	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Pg1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN006064	Mycobacterium phage OSmaximus	Mycobacterium smegmatis	validate1	Mycobacterium phage OSmaximus	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Osmaximus	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN020140	Mycobacterium phage MrGordo	Mycobacterium smegmatis	validate1	Mycobacterium virus Mrgordo	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Mrgordo	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN020141	Mycobacterium phage Shauna1	Mycobacterium smegmatis	validate1	Mycobacterium phage Shauna1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Cheoctovirus	Mycobacterium virus Shauna1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN020142	Mycobacterium phage Mutaforma13	Mycobacterium smegmatis	validate1	Mycobacterium virus Mutaforma13	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Cheoctovirus	Mycobacterium virus Mutaforma13	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN020143	Mycobacterium phage ShiLan	Mycobacterium smegmatis	validate1	Mycobacterium phage ShiLan	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Cheoctovirus	Mycobacterium virus Shilan	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN049605	Mycobacterium phage EricB	Mycobacterium smegmatis	validate1	Mycobacterium virus Ericb	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Ericb	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN083852	Mycobacterium phage Benedict	Mycobacterium smegmatis	validate1	Mycobacterium virus Benedict	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Benedict	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN083853	Mycobacterium phage Airmid	Mycobacterium smegmatis	validate1	Mycobacterium phage Airmid	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium phage Airmid	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN185608	Mycobacterium phage JAWS	Mycobacterium smegmatis	validate1	Mycobacterium virus Jaws	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Timquatrovirus	Mycobacterium virus Jaws	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN204348	Mycobacterium phage Sebata	Mycobacterium smegmatis	validate1	Mycobacterium phage Sebata	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Bixzunavirus	Mycobacterium virus Sebata	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN225449	Enterobacteriaphage UAB_Phi87	Salmonella enterica	validate1	Enterobacteriaphage UAB_Phi87	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Felixounavirus	Salmonella virus UAB87	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica
JN243856	Mycobacterium phage MeeZee	Mycobacterium smegmatis	validate1	Mycobacterium phage MeeZee	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Peaches	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN254801	Pseudomonas phage MR299-2	Pseudomonas aeruginosa	validate1	Pseudomonas phage MR299-2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Bruynoghevirus	Pseudomonas phage MR299-2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
JN391441	Mycobacterium phage Elph10	Mycobacterium smegmatis	validate1	Mycobacterium phage Elph10	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Kostyavirus	Mycobacterium phage Elph10	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN408459	Mycobacterium phage Cuco	Mycobacterium smegmatis	validate1	Mycobacterium virus Cuco	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Cuco	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN412590	Mycobacterium phage Eureka	Mycobacterium smegmatis	validate1	Mycobacterium virus Eureka	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Kostyavirus	Mycobacterium virus Eureka	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN561150	Mycobacterium phage TiroTheta9	Mycobacterium smegmatis	validate1	Mycobacterium phage TiroTheta9	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Peaches	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN572061	Mycobacterium phage Jebeks	Mycobacterium smegmatis	validate1	Mycobacterium phage Jebeks	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fishburnevirus	Mycobacterium virus Jebeks	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN600672	Mycobacterium phage Fezzik	Mycobacterium smegmatis	validate1	Mycobacterium phage Fezzik	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Bronvirus	Mycobacterium phage Fezzik	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN600960	Enterobacteria phage IME10	Escherichia coli	validate1	Enterobacteria phage IME10	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lederbergvirus	Enterobacteria phage IME10	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JN618996	Mycobacterium phage Arbiter	Mycobacterium smegmatis	validate1	Mycobacterium phage Arbiter	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Rosebushvirus	Mycobacterium phage Arbiter	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN638752	Mycobacterium phage Murdoc	Mycobacterium smegmatis	validate1	Mycobacterium phage Murdoc	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Soto	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN638753	Mycobacterium phage Morgushi	Mycobacterium smegmatis	validate1	Mycobacterium phage Morgushi	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Soto	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN698990	Mycobacterium phage IsaacEli	Mycobacterium smegmatis	validate1	Mycobacterium phage IsaacEli	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Pg1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN698991	Mycobacterium phage Hedgerow	Mycobacterium smegmatis	validate1	Mycobacterium phage Hedgerow	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Rosebushvirus	Mycobacterium virus Rosebush	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN699002	Mycobacterium phage Avrafan	Mycobacterium smegmatis	validate1	Mycobacterium phage Avrafan	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Liefievirus	Mycobacterium phage Avrafan	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN699003	Mycobacterium phage Athena	Mycobacterium smegmatis	validate1	Mycobacterium phage Athena	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pipefishvirus	Mycobacterium virus Athena	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN699004	Mycobacterium phage Ares	Mycobacterium smegmatis	validate1	Mycobacterium phage Ares	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Rosebushvirus	Mycobacterium virus Godines	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN699009	Mycobacterium phage ThreeOh3D2	Mycobacterium smegmatis	validate1	Mycobacterium phage ThreeOh3D2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Pg1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN699010	Mycobacterium phage TallGRassMM	Mycobacterium smegmatis	validate1	Mycobacterium phage TallGrassMM	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium phage TallGrassMM	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN699013	Mycobacterium phage Pio	Mycobacterium smegmatis	validate1	Mycobacterium phage Pio	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Bixzunavirus	Mycobacterium virus Bxz1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN699014	Mycobacterium phage Nova	Mycobacterium smegmatis	validate1	Mycobacterium phage Nova	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Plotvirus	Mycobacterium virus Plot	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN699017	Mycobacterium phage Kikipoo	Mycobacterium smegmatis	validate1	Mycobacterium phage Kikipoo	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Pg1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN699018	Mycobacterium phage Kamiyu	Mycobacterium smegmatis	validate1	Mycobacterium phage Kamiyu	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pipefishvirus	Mycobacterium phage Kamiyu	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN699019	Mycobacterium phage Jeffabunny	Mycobacterium smegmatis	validate1	Mycobacterium virus Jeffabunny	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Jeffabunny	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN699625	Mycobacterium phage Wally	Mycobacterium smegmatis	validate1	Mycobacterium phage Wally	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Bixzunavirus	Mycobacterium virus Bxz1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN699628	Mycobacterium phage Bongo	Mycobacterium smegmatis	validate1	Mycobacterium phage Bongo	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Bongovirus	Mycobacterium virus Bongo	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN797796	Bacillus phage B5S	Bacillus cereus	validate1	Bacillus phage B5S	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Bequatrovirus	Bacillus virus B4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
JN797798	Bacillus phage BCU4	Bacillus cereus	validate1	Bacillus phage BCU4	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Tsarbombavirus	Bacillus virus BCP78	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
JN831653	Mycobacterium phage Fionnbharth	Mycobacterium smegmatis	validate1	Mycobacterium virus Fionnbarth	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Timquatrovirus	Mycobacterium virus Fionnbarth	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN831654	Mycobacterium phage Saintus	Mycobacterium smegmatis	validate1	Mycobacterium virus Saintus	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Saintus	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JN849462	Vibriophage phi-pp2	Vibrio parahaemolyticus	validate1	Vibriophage phi-pp2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Schizotequatrovirus	Vibrio virus KVP40	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
JN859129	Mycobacterium phage DotProduct	Mycobacterium smegmatis	validate1	Mycobacterium virus Dotproduct	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Cheoctovirus	Mycobacterium virus Dotproduct	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JQ067083	Pseudomonas phage PaMx13	Pseudomonas aeruginosa	validate1	Pseudomonas phage PaMx13	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pbunavirus	Pseudomonas virus PB1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
JQ067084	Pseudomonas phage PaMx25	Pseudomonas aeruginosa	validate1	Pseudomonas phage PaMx25	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Nipunavirus	Pseudomonas virus PaMx25	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
JQ067085	Pseudomonas phage PaMx73	Pseudomonas aeruginosa	validate1	Pseudomonas phage PaMx73	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Casadabanvirus	Pseudomonas virus D3112	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
JQ300538	Mycobacterium phage Spartacus	Mycobacterium smegmatis	validate1	Mycobacterium phage Spartacus	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Cheoctovirus	Mycobacterium virus Spartacus	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JQ309827	Enterococcus phage vB_Efae230P-4	Enterococcus faecium	validate1	Enterococcus phage vB_Efae230P-4	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	NA	Enterococcus phage vB_Efae230P-4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
JQ347801	Escherichia phage JLK-2012	Escherichia coli	validate1	Escherichia phage JLK-2012	Viruses	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ512844	Mycobacterium phage Twister	Mycobacterium smegmatis	validate1	Mycobacterium phage Twister	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Twister	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JQ684677	Mycobacterium phage Tiger	Mycobacterium smegmatis	validate1	Mycobacterium phage Tiger	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Tiger	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JQ691610	Salmonella phage SPN9TCW	Salmonella enterica	validate1	Salmonella phage SPN9TCW	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Uetakevirus	Salmonella phage SPN9TCW	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica
JQ692107	Vibrio phage SSP002	Vibrio vulnificus	validate1	Vibrio phage SSP002	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Mardecavirus	Vibrio virus SSP002	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio vulnificus
JQ698665	Mycobacterium phage Nepal	Mycobacterium smegmatis	validate1	Mycobacterium virus Nepal	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Nepal	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JQ740787	Lactococcus Phage ASCC191	Lactococcus lactis	validate1	Lactococcus virus ASCC191	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus virus ASCC191	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740788	Lactococcus Phage ASCC273	Lactococcus lactis	validate1	Lactococcus virus ASCC273	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus virus ASCC273	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740789	Lactococcus Phage ASCC281	Lactococcus lactis	validate1	Lactococcus virus ASCC281	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus virus ASCC281	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740790	Lactococcus Phage ASCC284	Lactococcus lactis	validate1	Lactococcus phage ASCC284	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC284	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740791	Lactococcus Phage ASCC287	Lactococcus lactis	validate1	Lactococcus phage ASCC287	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC287	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740792	Lactococcus Phage ASCC310	Lactococcus lactis	validate1	Lactococcus phage ASCC310	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC310	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740793	Lactococcus Phage ASCC324	Lactococcus lactis	validate1	Lactococcus phage ASCC324	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC324	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740794	Lactococcus Phage ASCC337	Lactococcus lactis	validate1	Lactococcus phage ASCC337	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC337	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740795	Lactococcus Phage ASCC356	Lactococcus lactis	validate1	Lactococcus phage ASCC356	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC356	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740796	Lactococcus Phage ASCC358	Lactococcus lactis	validate1	Lactococcus phage ASCC358	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC358	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740797	Lactococcus Phage ASCC365	Lactococcus lactis	validate1	Lactococcus phage ASCC365	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC365	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740798	Lactococcus Phage ASCC368	Lactococcus lactis	validate1	Lactococcus phage ASCC368	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC368	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740799	Lactococcus Phage ASCC395	Lactococcus lactis	validate1	Lactococcus phage ASCC395	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC395	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740800	Lactococcus Phage ASCC397	Lactococcus lactis	validate1	Lactococcus phage ASCC397	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC397	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740801	Lactococcus Phage ASCC406	Lactococcus lactis	validate1	Lactococcus phage ASCC406	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC406	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740802	Lactococcus Phage ASCC454	Lactococcus lactis	validate1	Lactococcus phage ASCC454	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC454	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740803	Lactococcus Phage ASCC460	Lactococcus lactis	validate1	Lactococcus phage ASCC460	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC460	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740804	Lactococcus Phage ASCC465	Lactococcus lactis	validate1	Lactococcus virus ASCC465	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus virus ASCC465	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740805	Lactococcus Phage ASCC473	Lactococcus lactis	validate1	Lactococcus phage ASCC473	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC473	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740806	Lactococcus Phage ASCC476	Lactococcus lactis	validate1	Lactococcus phage ASCC476	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC476	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740807	Lactococcus Phage ASCC489	Lactococcus lactis	validate1	Lactococcus phage ASCC489	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC489	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740808	Lactococcus Phage ASCC497	Lactococcus lactis	validate1	Lactococcus phage ASCC497	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC497	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740809	Lactococcus Phage ASCC502	Lactococcus lactis	validate1	Lactococcus phage ASCC502	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC502	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740810	Lactococcus Phage ASCC506	Lactococcus lactis	validate1	Lactococcus phage ASCC506	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC506	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740811	Lactococcus Phage ASCC527	Lactococcus lactis	validate1	Lactococcus phage ASCC527	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC527	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740812	Lactococcus Phage ASCC531	Lactococcus lactis	validate1	Lactococcus phage ASCC531	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC531	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ740813	Lactococcus Phage ASCC532	Lactococcus lactis	validate1	Lactococcus virus ASCC532	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus virus ASCC532	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
