,phage,host,label,source,k3dist,k6dist,GCdiff,Homology,genus,gram_pos,aerobic,anaerobic,facultative,coccus,bacillus,spiral,motile,phylum_firmicutes,phylum_proteobacteria,phylum_actinobacteria,phylum_bacteroidetes,phylum_cyanobacteria,phylum_chlamydiae
3201,pg 2021 29,staphylococcus hyicus,1,vhi,0.700405728967422,0.495921476389218,-4.68941643016194,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3202,pg 2021 31,staphylococcus hyicus,0,vhi,0.714052074769788,0.529011061765037,-3.98704198534712,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3203,pg 2021 33,staphylococcus hyicus,0,vhi,0.707421631443123,0.523197807617626,-3.90508338122259,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3204,pg 2021 35,staphylococcus hyicus,0,vhi,0.696341521887641,0.494182610517455,-4.77512138036782,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3205,pg 2021 38,staphylococcus hyicus,0,vhi,0.70095944019699,0.499042430581624,-4.77740208427788,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3206,pg 2021 4,staphylococcus hyicus,0,vhi,0.506396474153697,0.389862583559005,-4.96502766900466,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3207,pg 2021 40,staphylococcus hyicus,0,vhi,0.703066028606538,0.542283075872343,-4.22673574582817,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3208,pg 2021 41,staphylococcus hyicus,0,vhi,0.709394544922641,0.545849541963498,-4.24288342066263,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3209,pg 2021 43,staphylococcus hyicus,0,vhi,0.705349964225798,0.543199110249932,-4.24012651115818,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3210,pg 2021 46,staphylococcus hyicus,0,vhi,0.381579096616223,0.331453762863766,-5.91552060554348,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3211,pg 2021 47,staphylococcus hyicus,0,vhi,0.696836241753314,0.496252540761525,-4.87630366276153,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3212,pg 2021 5,staphylococcus hyicus,0,vhi,0.36532034812701,0.323841524050762,-6.16302669182855,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3213,pg 2021 64,staphylococcus hyicus,1,vhi,0.703091555782049,0.500540969757979,-4.69245296181986,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3214,pg 2021 67,staphylococcus hyicus,0,vhi,0.50649975060891,0.392893588917306,-5.0046200112074,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3215,pg 2021 68,staphylococcus hyicus,0,vhi,0.506958107099534,0.390160315375682,-4.96680392444082,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3216,pg 2021 74,staphylococcus hyicus,0,vhi,0.385543248363449,0.335507987490074,-5.88994315354705,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3217,pg 2021 76,staphylococcus hyicus,0,vhi,0.714090380508213,0.529053299927911,-3.98704198534712,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3218,pg 2021 8,staphylococcus hyicus,1,vhi,0.699771542589203,0.497865684478189,-4.64147037731162,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3219,pg 2021 84,staphylococcus hyicus,0,vhi,0.704054575245677,0.501952852971759,-4.8215346299316,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3220,pg 2021 86,staphylococcus hyicus,1,vhi,0.700453246999308,0.502145547777933,-4.74919145812944,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3221,pg 2021 87,staphylococcus hyicus,0,vhi,0.699625696884321,0.499655881619979,-4.82344838941916,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3222,pg 2021 88,staphylococcus hyicus,0,vhi,0.366809974830897,0.327133333032569,-6.16519537175308,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3223,pg 2021 89,staphylococcus hyicus,0,vhi,0.324658710719354,0.339475847115974,-0.47022382558297,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3224,pg 2021 9,staphylococcus hyicus,0,vhi,0.700890676368962,0.500134968036375,-4.80732728287467,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3225,pg 2021 90,staphylococcus hyicus,0,vhi,0.299499474708415,0.332300099640544,-0.860096067393386,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3226,pg 2021 93,staphylococcus hyicus,0,vhi,0.28817372275436,0.329245996682368,-1.20989181309982,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3227,nc 023582,staphylococcus intermedius,0,vhi,0.418937823699472,0.360412397019963,-7.78485302461332,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3228,nc 029010,staphylococcus intermedius,0,vhi,0.188103515729203,0.280126926627182,-3.10734189976883,1.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3229,pg 2021 1,staphylococcus kloosii,0,vhi,0.544479569113551,0.362527187497953,-5.12155153493965,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3230,pg 2021 10,staphylococcus kloosii,0,vhi,0.617742148036772,0.410330830740983,-2.31277146226039,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3231,pg 2021 12,staphylococcus kloosii,1,vhi,0.608705567698752,0.451191250360719,-1.75335077523077,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3232,pg 2021 14,staphylococcus kloosii,1,vhi,0.617638130991388,0.458145573825394,-1.75382407246918,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3233,pg 2021 15,staphylococcus kloosii,0,vhi,0.608170006946935,0.450408433121124,-1.75589175459751,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3234,pg 2021 16,staphylococcus kloosii,0,vhi,0.630293448849843,0.420566475625725,-2.28609909382817,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3235,pg 2021 17,staphylococcus kloosii,1,vhi,0.625270962799598,0.417128561949477,-2.23027708158579,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3236,pg 2021 18,staphylococcus kloosii,0,vhi,0.624952261748369,0.412958490357112,-2.28406034799699,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3237,pg 2021 19,staphylococcus kloosii,1,vhi,0.632389300164088,0.420844931873557,-1.83602009712296,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3238,pg 2021 2,staphylococcus kloosii,0,vhi,0.617035978666429,0.405184442721387,-2.22969818071654,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3239,pg 2021 22,staphylococcus kloosii,1,vhi,0.616418346353414,0.457325828367955,-1.75052248798952,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3240,pg 2021 23,staphylococcus kloosii,0,vhi,0.534895448821962,0.355486225523965,-5.08162460959038,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3241,pg 2021 27,staphylococcus kloosii,0,vhi,0.463505031792265,0.388069166131025,-3.41528878970746,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3242,pg 2021 29,staphylococcus kloosii,0,vhi,0.62285106772112,0.409063712202238,-2.1941540355835,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3243,pg 2021 31,staphylococcus kloosii,1,vhi,0.63631884699333,0.447523887248459,-1.49177959076867,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3244,pg 2021 33,staphylococcus kloosii,1,vhi,0.626530204605667,0.43973258171642,-1.40982098664415,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3245,pg 2021 35,staphylococcus kloosii,0,vhi,0.616868360139721,0.407969546169424,-2.27985898578937,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3246,pg 2021 38,staphylococcus kloosii,0,vhi,0.621797967963928,0.411941637460218,-2.28213968969943,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3247,pg 2021 4,staphylococcus kloosii,0,vhi,0.4764820333845,0.342566383774094,-2.46976527442621,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3248,pg 2021 40,staphylococcus kloosii,1,vhi,0.605923340007169,0.450726966461575,-1.73147335124972,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3249,pg 2021 41,staphylococcus kloosii,1,vhi,0.617067181663823,0.457468657545034,-1.74762102608418,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3250,pg 2021 43,staphylococcus kloosii,1,vhi,0.608503326886865,0.451205388627057,-1.74486411657974,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3251,pg 2021 46,staphylococcus kloosii,0,vhi,0.334539488023093,0.26511932373706,-3.42025821096503,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3252,pg 2021 47,staphylococcus kloosii,0,vhi,0.617050190800552,0.40948723145341,-2.38104126818308,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3253,pg 2021 5,staphylococcus kloosii,0,vhi,0.331415904237311,0.26861724008261,-3.6677642972501,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3254,pg 2021 64,staphylococcus kloosii,1,vhi,0.624800399518356,0.411831639020356,-2.19719056724142,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3255,pg 2021 67,staphylococcus kloosii,1,vhi,0.478178617368355,0.344065925736368,-2.50935761662895,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3256,pg 2021 68,staphylococcus kloosii,1,vhi,0.476973500156292,0.342847230845498,-2.47154152986237,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3257,pg 2021 74,staphylococcus kloosii,0,vhi,0.341050715092562,0.271148742799143,-3.39468075896861,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3258,pg 2021 76,staphylococcus kloosii,1,vhi,0.636356497355769,0.447577454209336,-1.49177959076867,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3259,pg 2021 8,staphylococcus kloosii,1,vhi,0.62233348386874,0.409560775826556,-2.14620798273317,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3260,pg 2021 84,staphylococcus kloosii,0,vhi,0.626904317587145,0.416836308095316,-2.32627223535315,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3261,pg 2021 86,staphylococcus kloosii,1,vhi,0.619302701115947,0.413096312619717,-2.25392906355099,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3262,pg 2021 87,staphylococcus kloosii,0,vhi,0.621953488223761,0.414088394735677,-2.32818599484071,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3263,pg 2021 88,staphylococcus kloosii,0,vhi,0.329345885430604,0.26691653868237,-3.66993297717463,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3264,pg 2021 89,staphylococcus kloosii,0,vhi,0.27209433124963,0.290425861264205,2.02503856899548,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3265,pg 2021 9,staphylococcus kloosii,1,vhi,0.624459948145916,0.415561274158577,-2.31206488829622,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3266,pg 2021 90,staphylococcus kloosii,0,vhi,0.247322085302374,0.2846464554649,1.63516632718506,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3267,pg 2021 93,staphylococcus kloosii,0,vhi,0.234698158528717,0.278822104981011,1.28537058147862,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3268,pg 2021 1,staphylococcus lentus,0,vhi,0.363041457301861,0.262385837377342,-3.93593670831745,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3269,pg 2021 10,staphylococcus lentus,1,vhi,0.431955384345844,0.313086072500048,-1.12715663563818,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3270,pg 2021 12,staphylococcus lentus,0,vhi,0.557080193861793,0.428626048750913,-0.567735948608561,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3271,pg 2021 14,staphylococcus lentus,1,vhi,0.554122785364734,0.42564651188721,-0.568209245846976,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3272,pg 2021 15,staphylococcus lentus,0,vhi,0.556380412163467,0.427761006142443,-0.570276927975307,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3273,pg 2021 16,staphylococcus lentus,0,vhi,0.434773173457367,0.316843934585036,-1.10048426720596,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3274,pg 2021 17,staphylococcus lentus,1,vhi,0.439755121465778,0.319531265410193,-1.04466225496359,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3275,pg 2021 18,staphylococcus lentus,0,vhi,0.438865006832423,0.317197499232983,-1.09844552137478,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3276,pg 2021 19,staphylococcus lentus,0,vhi,0.453049883763481,0.326806374484856,-0.650405270500755,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3277,pg 2021 2,staphylococcus lentus,0,vhi,0.427755265948857,0.306170674071314,-1.04408335409433,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3278,pg 2021 22,staphylococcus lentus,0,vhi,0.552656636736632,0.424679834462204,-0.564907661367318,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3279,pg 2021 23,staphylococcus lentus,1,vhi,0.369757774548101,0.264975052470481,-3.89600978296818,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3280,pg 2021 27,staphylococcus lentus,0,vhi,0.369474454303726,0.349857616646419,-2.22967396308526,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3281,pg 2021 29,staphylococcus lentus,0,vhi,0.420807637915325,0.303113582990036,-1.00853920896129,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3282,pg 2021 31,staphylococcus lentus,1,vhi,0.448617833590013,0.337148724457312,-0.306164764146466,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3283,pg 2021 33,staphylococcus lentus,1,vhi,0.449679311544011,0.337597991848659,-0.224206160021939,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3284,pg 2021 35,staphylococcus lentus,0,vhi,0.428795561946671,0.308553400878423,-1.09424415916716,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3285,pg 2021 38,staphylococcus lentus,0,vhi,0.433336875058036,0.313543904136357,-1.09652486307723,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3286,pg 2021 4,staphylococcus lentus,0,vhi,0.235573158014662,0.231026635500996,-1.28415044780401,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3287,pg 2021 40,staphylococcus lentus,0,vhi,0.557148574942196,0.429458949331933,-0.545858524627516,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3288,pg 2021 41,staphylococcus lentus,0,vhi,0.553411282825886,0.424851575226352,-0.562006199461976,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3289,pg 2021 43,staphylococcus lentus,1,vhi,0.556972496461202,0.42866878730451,-0.559249289957531,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3290,pg 2021 46,staphylococcus lentus,0,vhi,0.147634770067202,0.185611967472072,-2.23464338434283,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3291,pg 2021 47,staphylococcus lentus,0,vhi,0.429445976777138,0.312478625610106,-1.19542644156088,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3292,pg 2021 5,staphylococcus lentus,0,vhi,0.145565690213221,0.191547435500864,-2.4821494706279,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3293,pg 2021 64,staphylococcus lentus,0,vhi,0.427255495573853,0.30706262635117,-1.01157574061921,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3294,pg 2021 67,staphylococcus lentus,0,vhi,0.237729521243059,0.230573140201499,-1.32374279000675,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3295,pg 2021 68,staphylococcus lentus,0,vhi,0.236036951850358,0.23130426753587,-1.28592670324016,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3296,pg 2021 74,staphylococcus lentus,0,vhi,0.147099529338505,0.189724696208858,-2.2090659323464,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3297,pg 2021 76,staphylococcus lentus,1,vhi,0.448658506891549,0.337184109334226,-0.306164764146466,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3298,pg 2021 8,staphylococcus lentus,0,vhi,0.423628547601299,0.304406333318588,-0.960593156110964,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3299,pg 2021 84,staphylococcus lentus,0,vhi,0.430083599777287,0.312466704233214,-1.14065740873095,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3300,pg 2021 86,staphylococcus lentus,0,vhi,0.434248992536225,0.317049018928431,-1.06831423692879,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3301,pg 2021 87,staphylococcus lentus,1,vhi,0.426491927796804,0.309699908575692,-1.14257116821851,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3302,pg 2021 88,staphylococcus lentus,0,vhi,0.144531530550203,0.190063054495931,-2.48431815055243,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3303,pg 2021 89,staphylococcus lentus,0,vhi,0.295867240028828,0.300020350007199,3.21065339561768,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3304,pg 2021 9,staphylococcus lentus,1,vhi,0.429297642693964,0.311229727416381,-1.12645006167402,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3305,pg 2021 90,staphylococcus lentus,0,vhi,0.266936887575608,0.292394467430694,2.82078115380727,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3306,pg 2021 93,staphylococcus lentus,0,vhi,0.246957184007464,0.284534807696051,2.47098540810083,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3307,pg 2021 1,staphylococcus lugdunensis,1,vhi,0.527331948033567,0.37258309373326,-5.78470632700617,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3308,pg 2021 10,staphylococcus lugdunensis,1,vhi,0.594753069949619,0.425545187339654,-2.9759262543269,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3309,pg 2021 12,staphylococcus lugdunensis,0,vhi,0.646113878914198,0.48717756276684,-2.41650556729728,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3310,pg 2021 14,staphylococcus lugdunensis,0,vhi,0.648811849547293,0.489120650965198,-2.4169788645357,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3311,pg 2021 15,staphylococcus lugdunensis,1,vhi,0.645491459345572,0.486420703047668,-2.41904654666403,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3312,pg 2021 16,staphylococcus lugdunensis,1,vhi,0.601419485363865,0.433282850502161,-2.94925388589468,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3313,pg 2021 17,staphylococcus lugdunensis,1,vhi,0.600334371519628,0.43218337942445,-2.89343187365231,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3314,pg 2021 18,staphylococcus lugdunensis,1,vhi,0.600290932180196,0.428239866939159,-2.9472151400635,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3315,pg 2021 19,staphylococcus lugdunensis,1,vhi,0.610647116073816,0.437077740077672,-2.49917488918948,0.0,staphylococcus,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
